Time (s),AIN0,AIN1
0.397,0.09119847416877747,0.09119214117527008
0.398,0.09117632359266281,0.09117316454648972
0.399,0.09116683900356293,0.09116050601005554
0.4,0.09115102142095566,0.09115102142095566
0.401,0.09114785492420197,0.09114468842744827
0.402,0.09114152938127518,0.09113836288452148
0.403,0.09113836288452148,0.09113520383834839
0.404,0.09113520383834839,0.0911320373415947
0.405,0.09113520383834839,0.09113520383834839
0.406,0.0911320373415947,0.0911320373415947
0.407,0.09113520383834839,0.09112571179866791
0.408,0.0911320373415947,0.09112571179866791
0.409,0.091128870844841,0.091128870844841
0.41,0.091128870844841,0.09112571179866791
0.411,0.09112254530191422,0.09112571179866791
0.412,0.091128870844841,0.09112254530191422
0.413,0.09112571179866791,0.091128870844841
0.414,0.091128870844841,0.09112571179866791
0.415,0.09112571179866791,0.09112254530191422
0.416,0.09112571179866791,0.09111938625574112
0.417,0.09112571179866791,0.09112254530191422
0.418,0.09112571179866791,0.09111938625574112
0.419,0.091128870844841,0.09112571179866791
0.42,0.09112571179866791,0.09112254530191422
0.421,0.09112254530191422,0.09112254530191422
0.422,0.091128870844841,0.09112254530191422
0.423,0.09112571179866791,0.09111938625574112
0.424,0.09112254530191422,0.09111938625574112
0.425,0.09118898212909698,0.0911826565861702
0.426,0.09131868928670883,0.09131552278995514
0.427,0.0913882851600647,0.0913882851600647
0.428,0.09143257886171341,0.09142308682203293
0.429,0.09146104753017426,0.09146104753017426
0.43,0.09147686511278152,0.09147686511278152
0.431,0.0914926826953888,0.09149584919214249
0.432,0.09150217473506927,0.09150534123182297
0.433,0.09151166677474976,0.09150850027799606
0.434,0.09152431786060333,0.09151482582092285
0.435,0.09152748435735703,0.09152431786060333
0.436,0.09152748435735703,0.09152431786060333
0.437,0.09160024672746658,0.09159708023071289
0.438,0.09158758819103241,0.09158126264810562
0.439,0.09156544506549835,0.09155911952257156
0.44,0.09155911952257156,0.09154962748289108
0.441,0.09155279397964478,0.09154962748289108
0.442,0.0915433019399643,0.0915433019399643
0.443,0.0915433019399643,0.0915401354432106
0.444,0.0915433019399643,0.0915369763970375
0.445,0.0915433019399643,0.0915369763970375
0.446,0.0915401354432106,0.0915433019399643
0.447,0.0915433019399643,0.0915401354432106
0.448,0.0915401354432106,0.09153380990028381
0.449,0.0915369763970375,0.09153380990028381
0.45,0.0915401354432106,0.0915369763970375
0.451,0.0915401354432106,0.0915369763970375
0.452,0.0915401354432106,0.09153380990028381
0.453,0.0915401354432106,0.09153380990028381
0.454,0.0915369763970375,0.09153064340353012
0.455,0.0915433019399643,0.0915369763970375
0.456,0.0915369763970375,0.0915369763970375
0.457,0.0915433019399643,0.0915369763970375
0.458,0.0915369763970375,0.0915369763970375
0.459,0.0915433019399643,0.09153380990028381
0.46,0.0915401354432106,0.09153380990028381
0.461,0.0915369763970375,0.0915401354432106
0.462,0.0915401354432106,0.0915369763970375
0.463,0.0915401354432106,0.0915401354432106
0.464,0.0915401354432106,0.0915401354432106
0.465,0.0915369763970375,0.0915401354432106
0.466,0.0915401354432106,0.0915369763970375
0.467,0.0915369763970375,0.0915401354432106
0.468,0.0915401354432106,0.0915369763970375
0.469,0.0915401354432106,0.0915401354432106
0.47,0.0915433019399643,0.0915401354432106
0.471,0.0915401354432106,0.09153380990028381
0.472,0.09154646098613739,0.09153380990028381
0.473,0.09154646098613739,0.09154646098613739
0.474,0.09154646098613739,0.0915401354432106
0.475,0.09148319065570831,0.09147686511278152
0.476,0.09134715795516968,0.09134715795516968
0.477,0.09127756208181381,0.09127123653888702
0.478,0.09123643487691879,0.09122694283723831
0.479,0.09120479971170425,0.09120163321495056
0.48,0.09118581563234329,0.0911826565861702
0.481,0.09116999804973602,0.09116999804973602
0.482,0.09115418046712875,0.09115734696388245
0.483,0.09115418046712875,0.09114785492420197
0.484,0.09114152938127518,0.09114468842744827
0.485,0.09114152938127518,0.09114152938127518
0.486,0.09114152938127518,0.09113520383834839
0.487,0.09114152938127518,0.091128870844841
0.488,0.09113520383834839,0.091128870844841
0.489,0.09113520383834839,0.091128870844841
0.49,0.091128870844841,0.091128870844841
0.491,0.091128870844841,0.091128870844841
0.492,0.0911320373415947,0.09112254530191422
0.493,0.091128870844841,0.09112254530191422
0.494,0.091128870844841,0.09112254530191422
0.495,0.091128870844841,0.091128870844841
0.496,0.091128870844841,0.09112254530191422
0.497,0.091128870844841,0.09112254530191422
0.498,0.09112571179866791,0.09112571179866791
0.499,0.091128870844841,0.09112254530191422
0.5,0.091128870844841,0.09112254530191422
0.501,0.091128870844841,0.09112571179866791
0.502,0.09112571179866791,0.09112254530191422
0.503,0.091128870844841,0.09112254530191422
0.504,0.091128870844841,0.09112254530191422
0.505,0.09112571179866791,0.09112254530191422
0.506,0.09112571179866791,0.091128870844841
0.507,0.091128870844841,0.09111938625574112
0.508,0.09112571179866791,0.09112254530191422
0.509,0.09112571179866791,0.09112254530191422
0.51,0.09112254530191422,0.09112254530191422
0.511,0.09112571179866791,0.09111938625574112
0.512,0.09116367250680923,0.09116050601005554
0.513,0.09114468842744827,0.09113836288452148
0.514,0.091128870844841,0.091128870844841
0.515,0.0911320373415947,0.09112254530191422
0.516,0.09112254530191422,0.09112254530191422
0.517,0.09111938625574112,0.09111938625574112
0.518,0.09112254530191422,0.09111621975898743
0.519,0.09111938625574112,0.09111621975898743
0.52,0.09111621975898743,0.09110989421606064
0.521,0.09112254530191422,0.09110989421606064
0.522,0.09111621975898743,0.09111305326223373
0.523,0.09111305326223373,0.09110672771930695
0.524,0.09111938625574112,0.09111305326223373
0.525,0.09117316454648972,0.0911794900894165
0.526,0.09130919724702835,0.09130287170410156
0.527,0.09138195961713791,0.09137563407421112
0.528,0.09142308682203293,0.09141992032527924
0.529,0.09145155549049377,0.09145155549049377
0.53,0.09147053956985474,0.09146421402692795
0.531,0.09148319065570831,0.09148319065570831
0.532,0.09149584919214249,0.0914926826953888
0.533,0.09150534123182297,0.09150534123182297
0.534,0.09150850027799606,0.09150850027799606
0.535,0.09151166677474976,0.09151482582092285
0.536,0.09151799231767654,0.09151482582092285
0.537,0.09152115881443024,0.09151799231767654
0.538,0.09152115881443024,0.09152115881443024
0.539,0.09152115881443024,0.09152431786060333
0.54,0.09152115881443024,0.09152115881443024
0.541,0.09152748435735703,0.09152115881443024
