Time (s),AIN0-AIN1 (V)
0.619000,0.000220
0.620000,0.000536
0.621000,0.000220
0.622000,0.000220
0.623000,-0.000096
0.624000,0.000536
0.625000,-0.000096
0.626000,-0.000096
0.627000,0.000536
0.628000,0.000220
0.629000,0.000536
0.630000,0.000536
0.631000,0.000220
0.632000,0.000220
0.633000,-0.000096
0.634000,-0.000096
0.635000,0.000220
0.636000,0.000220
0.637000,-0.000413
0.638000,-0.000096
0.639000,0.000536
0.640000,0.000536
0.641000,0.000536
0.642000,-0.000096
0.643000,0.000220
0.644000,0.000220
0.645000,-0.000413
0.646000,-0.000413
0.647000,0.000536
0.648000,0.000220
0.649000,0.000536
0.650000,0.000853
0.651000,-0.000096
0.652000,0.000220
0.653000,-0.000096
0.654000,0.000220
0.655000,0.000220
0.656000,0.000536
0.657000,-0.000096
0.658000,-0.000096
0.659000,0.000536
0.660000,0.000220
0.661000,0.000220
0.662000,-0.000096
0.663000,0.000536
0.664000,-0.000096
0.665000,0.000220
0.666000,-0.000096
0.667000,-0.000096
0.668000,0.000220
0.669000,0.000220
0.670000,-0.000096
0.671000,-0.000096
0.672000,0.000220
0.673000,0.000536
0.674000,-0.000096
0.675000,0.000220
0.676000,-0.000096
0.677000,-0.000096
0.678000,0.000220
0.679000,-0.000096
0.680000,0.000220
0.681000,-0.000096
0.682000,-0.000096
0.683000,0.000220
0.684000,-0.000096
0.685000,-0.000096
0.686000,0.000220
0.687000,-0.000096
0.688000,0.000220
0.689000,-0.000096
0.690000,0.000220
0.691000,-0.000096
0.692000,-0.000096
0.693000,0.000536
0.694000,0.000220
0.695000,-0.000096
0.696000,-0.000413
0.697000,0.000220
0.698000,0.000220
0.699000,-0.000096
0.700000,0.000220
0.701000,-0.000096
0.702000,0.000536
0.703000,-0.000096
0.704000,-0.000413
0.705000,-0.000096
0.706000,-0.000096
0.707000,0.000220
0.708000,-0.000096
0.709000,-0.000096
0.710000,0.000536
0.711000,0.000220
0.712000,0.000536
0.713000,0.000536
0.714000,0.000536
0.715000,0.000536
0.716000,0.000220
0.717000,0.000220
0.718000,0.000220
0.719000,0.000220
0.720000,0.000536
0.721000,0.000220
0.722000,-0.000096
0.723000,-0.000096
0.724000,-0.000096
0.725000,0.000220
0.726000,-0.000096
0.727000,-0.000096
0.728000,-0.000096
0.729000,0.000220
0.730000,-0.000096
0.731000,-0.000096
0.732000,-0.000096
0.733000,-0.000096
0.734000,0.000220
0.735000,-0.000413
0.736000,-0.000096
0.737000,0.000536
0.738000,0.000220
0.739000,0.000220
0.740000,0.000220
0.741000,-0.000096
0.742000,-0.000096
0.743000,0.000220
0.744000,0.000536
0.745000,0.000220
0.746000,0.000220
0.747000,0.000536
0.748000,0.000220
0.749000,0.000220
0.750000,-0.000096
0.751000,0.000220
0.752000,-0.000096
0.753000,-0.000096
0.754000,0.000536
0.755000,-0.000096
0.756000,0.000220
0.757000,0.000536
0.758000,-0.000096
0.759000,-0.000096
0.760000,-0.000096
0.761000,0.000220
0.762000,0.000220
0.763000,0.000220
0.764000,-0.000096
0.765000,-0.000096
0.766000,0.000220
0.767000,0.000220
0.768000,-0.000096
0.769000,0.000536
0.770000,0.000220
0.771000,-0.000096
0.772000,0.000220
0.773000,0.000536
0.774000,-0.000096
0.775000,-0.000096
0.776000,-0.000096
0.777000,0.000536
0.778000,-0.000096
0.779000,-0.000096
0.780000,0.000220
0.781000,0.000220
0.782000,0.000220
0.783000,-0.000096
0.784000,0.000536
0.785000,-0.000096
0.786000,-0.000096
0.787000,-0.000096
0.788000,-0.000096
0.789000,-0.000413
0.790000,-0.000096
0.791000,-0.000413
0.792000,0.000536
0.793000,0.000220
0.794000,-0.000096
0.795000,-0.000096
0.796000,0.000220
0.797000,-0.000096
0.798000,-0.000096
0.799000,0.000536
0.800000,0.000536
0.801000,-0.000096
0.802000,-0.000096
0.803000,-0.000096
0.804000,-0.000096
0.805000,-0.000096
0.806000,-0.000096
0.807000,-0.000096
0.808000,-0.000096
0.809000,-0.000096
0.810000,-0.000413
0.811000,-0.000096
0.812000,-0.000096
0.813000,0.000220
0.814000,-0.000096
0.815000,-0.000096
0.816000,0.000536
0.817000,0.000536
0.818000,0.000536
0.819000,-0.000096
0.820000,0.000220
0.821000,-0.000096
0.822000,0.000220
0.823000,0.000220
0.824000,0.000220
0.825000,-0.000096
0.826000,0.000536
0.827000,0.000536
0.828000,-0.000096
0.829000,-0.000096
0.830000,-0.000096
0.831000,-0.000096
0.832000,0.000220
0.833000,-0.000096
0.834000,0.000220
0.835000,-0.000096
0.836000,0.000536
0.837000,-0.000096
0.838000,-0.000096
0.839000,-0.000096
0.840000,-0.000096
0.841000,0.000220
0.842000,-0.000096
0.843000,-0.000096
0.844000,0.000220
0.845000,0.000536
0.846000,-0.000096
0.847000,0.000220
0.848000,-0.000096
0.849000,-0.000096
0.850000,-0.000096
0.851000,-0.000096
0.852000,-0.000096
0.853000,-0.000096
0.854000,0.000536
0.855000,-0.000096
0.856000,-0.000096
0.857000,-0.000096
0.858000,0.000220
0.859000,0.000220
0.860000,0.000220
0.861000,-0.000413
0.862000,0.000220
0.863000,-0.000096
0.864000,-0.000096
0.865000,0.000220
0.866000,0.000220
0.867000,-0.000096
0.868000,-0.000096
0.869000,0.000536
0.870000,0.000220
0.871000,-0.000096
0.872000,-0.000096
0.873000,0.000220
0.874000,0.000220
0.875000,-0.000096
0.876000,0.000220
0.877000,0.000220
0.878000,0.000220
0.879000,-0.000096
0.880000,-0.000096
0.881000,0.000220
0.882000,0.000220
0.883000,0.000220
0.884000,0.000220
0.885000,-0.000096
0.886000,-0.000096
0.887000,-0.000096
0.888000,0.000220
0.889000,-0.000096
0.890000,-0.000096
0.891000,0.000220
0.892000,-0.000096
0.893000,-0.000096
0.894000,-0.000096
0.895000,-0.000096
0.896000,0.000220
0.897000,-0.000096
0.898000,0.000220
0.899000,0.000220
0.900000,0.000220
0.901000,-0.000096
0.902000,0.000220
0.903000,0.000220
0.904000,0.000220
0.905000,0.000220
0.906000,0.000220
0.907000,-0.000096
0.908000,-0.000096
0.909000,-0.000096
0.910000,-0.000096
0.911000,0.000220
0.912000,-0.000096
0.913000,0.000220
0.914000,0.000220
0.915000,-0.000096
0.916000,-0.000096
0.917000,0.000220
0.918000,0.000220
0.919000,-0.000096
0.920000,0.000220
0.921000,0.000220
0.922000,-0.000096
0.923000,-0.000096
0.924000,-0.000096
0.925000,-0.000096
0.926000,-0.000096
0.927000,-0.000096
0.928000,0.000220
0.929000,0.000220
0.930000,0.000536
0.931000,0.000220
0.932000,-0.000096
0.933000,-0.000096
0.934000,0.000536
0.935000,0.000220
0.936000,0.000220
0.937000,0.000536
0.938000,0.000220
0.939000,-0.000096
0.940000,0.000220
0.941000,-0.000096
0.942000,0.000220
0.943000,0.000536
0.944000,-0.000413
0.945000,0.000220
0.946000,0.000536
0.947000,0.000536
0.948000,0.000220
0.949000,-0.000096
0.950000,0.000536
0.951000,0.000220
0.952000,-0.000096
0.953000,-0.000096
0.954000,-0.000096
0.955000,0.000220
0.956000,-0.000413
0.957000,0.000536
0.958000,-0.000096
0.959000,0.000220
0.960000,0.000220
0.961000,-0.000096
0.962000,0.000220
0.963000,0.000536
0.964000,0.000220
0.965000,-0.000096
0.966000,-0.000096
0.967000,0.000220
0.968000,0.000220
0.969000,-0.000096
0.970000,0.000220
0.971000,0.000220
0.972000,-0.000096
0.973000,-0.000096
0.974000,0.000220
0.975000,0.000220
0.976000,0.000536
0.977000,-0.000413
0.978000,0.000536
0.979000,-0.000096
0.980000,0.000536
0.981000,0.000220
0.982000,0.000220
0.983000,0.000536
0.984000,-0.000096
0.985000,0.000220
0.986000,-0.000096
0.987000,-0.000096
0.988000,-0.000096
0.989000,-0.000413
0.990000,-0.000096
0.991000,0.000220
0.992000,0.000220
0.993000,0.000220
0.994000,0.000853
0.995000,0.000536
0.996000,-0.000096
0.997000,-0.000096
0.998000,0.000220
0.999000,-0.000096
1.000000,0.000220
1.001000,-0.000096
1.002000,-0.000096
1.003000,-0.000096
1.004000,0.000220
1.005000,-0.000096
1.006000,-0.000096
1.007000,0.000220
1.008000,-0.000096
1.009000,-0.000096
1.010000,0.000220
1.011000,0.000536
1.012000,-0.000413
1.013000,-0.000096
1.014000,0.000220
1.015000,-0.000096
1.016000,-0.000096
1.017000,-0.000096
1.018000,-0.000096
1.019000,0.000220
1.020000,-0.000096
1.021000,-0.000096
1.022000,0.000536
1.023000,-0.000096
1.024000,0.000220
1.025000,-0.000096
1.026000,0.000220
1.027000,-0.000096
1.028000,-0.000096
1.029000,-0.000096
1.030000,0.000220
1.031000,0.000220
1.032000,0.000220
1.033000,0.000220
1.034000,0.000536
1.035000,-0.000096
1.036000,-0.000096
1.037000,-0.000096
1.038000,-0.000096
1.039000,0.000536
1.040000,-0.000096
1.041000,-0.000096
1.042000,-0.000096
1.043000,0.000220
1.044000,0.000220
1.045000,-0.000096
1.046000,0.000220
1.047000,0.000220
1.048000,0.000220
1.049000,-0.000413
1.050000,-0.000096
1.051000,-0.000096
1.052000,-0.000096
1.053000,-0.000096
1.054000,0.000220
1.055000,0.000220
1.056000,-0.000096
1.057000,0.000220
1.058000,-0.000096
1.059000,0.000220
1.060000,-0.000096
1.061000,0.000220
1.062000,-0.000096
1.063000,-0.000096
1.064000,-0.000096
1.065000,-0.000096
1.066000,-0.000096
1.067000,-0.000096
1.068000,-0.000096
1.069000,-0.000096
1.070000,0.000536
1.071000,-0.000413
1.072000,0.000220
1.073000,0.000536
1.074000,0.000536
1.075000,0.000220
1.076000,0.000220
1.077000,0.000220
1.078000,0.000220
1.079000,-0.000096
1.080000,-0.000096
1.081000,-0.000096
1.082000,0.000220
1.083000,-0.000096
1.084000,0.000220
1.085000,0.000220
1.086000,-0.000096
1.087000,0.000536
1.088000,0.000536
1.089000,0.000536
1.090000,0.000220
1.091000,0.000220
1.092000,-0.000096
1.093000,0.000220
1.094000,-0.000413
1.095000,0.000536
1.096000,0.000220
1.097000,0.000220
1.098000,-0.000096
1.099000,0.000220
1.100000,0.000220
1.101000,-0.000096
1.102000,0.000220
1.103000,-0.000413
1.104000,0.000220
1.105000,-0.000096
1.106000,-0.000096
1.107000,-0.000413
1.108000,-0.000096
1.109000,0.000536
1.110000,-0.000096
1.111000,0.000536
1.112000,0.000536
1.113000,-0.000413
1.114000,-0.000096
1.115000,-0.000096
1.116000,-0.000096
1.117000,0.000220
1.118000,0.000536
1.119000,-0.000096
1.120000,-0.000096
1.121000,0.000220
1.122000,0.000536
1.123000,0.000220
1.124000,-0.000096
1.125000,0.000220
1.126000,-0.000096
1.127000,0.000536
1.128000,-0.000096
1.129000,-0.000413
1.130000,-0.000096
1.131000,0.000220
1.132000,-0.000096
1.133000,0.000536
1.134000,-0.000096
1.135000,-0.000096
1.136000,0.000536
1.137000,0.000220
1.138000,0.000536
1.139000,0.000220
1.140000,0.000220
1.141000,0.000220
1.142000,0.000220
1.143000,-0.000096
1.144000,-0.000096
1.145000,0.000536
1.146000,0.000220
1.147000,0.000536
1.148000,0.000536
1.149000,0.000220
1.150000,0.000220
1.151000,-0.000096
1.152000,0.000220
1.153000,-0.000096
1.154000,-0.000413
1.155000,0.000536
1.156000,-0.000096
1.157000,0.000220
1.158000,0.000220
1.159000,-0.000096
1.160000,-0.000096
1.161000,-0.000096
1.162000,-0.000096
1.163000,-0.000096
1.164000,-0.000096
1.165000,0.000220
1.166000,-0.000096
1.167000,0.000536
1.168000,-0.000096
1.169000,0.000536
1.170000,-0.000096
1.171000,0.000220
1.172000,-0.000096
1.173000,0.000536
1.174000,0.000536
1.175000,-0.000096
1.176000,-0.000096
1.177000,-0.000096
1.178000,0.000220
1.179000,-0.000096
1.180000,-0.000413
1.181000,-0.000096
1.182000,0.000220
1.183000,-0.000096
1.184000,-0.000096
1.185000,0.000536
1.186000,0.000220
1.187000,-0.000413
1.188000,0.000220
1.189000,0.000220
1.190000,0.000220
1.191000,-0.000096
1.192000,0.000220
1.193000,0.000536
1.194000,0.000536
1.195000,0.000536
1.196000,0.000536
1.197000,0.000220
1.198000,-0.000413
1.199000,-0.000413
1.200000,-0.000096
1.201000,0.000220
1.202000,0.000220
1.203000,-0.000096
1.204000,-0.000096
1.205000,0.000853
1.206000,0.000536
1.207000,0.000220
1.208000,-0.000096
1.209000,0.000536
1.210000,0.000220
1.211000,-0.000096
1.212000,0.000220
1.213000,0.000220
1.214000,-0.000096
1.215000,0.000220
1.216000,-0.000096
1.217000,0.000853
1.218000,-0.000096
1.219000,0.000220
1.220000,-0.000413
1.221000,0.000536
1.222000,0.000536
1.223000,0.000220
1.224000,0.000536
1.225000,-0.000413
1.226000,-0.000096
1.227000,0.000220
1.228000,-0.000096
1.229000,0.000220
1.230000,0.000220
1.231000,0.000220
1.232000,0.000220
1.233000,-0.000096
1.234000,-0.000096
1.235000,0.000220
1.236000,-0.000096
1.237000,0.000220
1.238000,-0.000096
1.239000,0.000220
1.240000,0.000220
1.241000,-0.000096
1.242000,0.000220
1.243000,0.000220
1.244000,0.000220
1.245000,-0.000096
1.246000,-0.000096
1.247000,0.000220
1.248000,-0.000096
1.249000,-0.000096
1.250000,-0.000096
1.251000,-0.000096
1.252000,-0.000096
1.253000,0.000536
1.254000,-0.000096
1.255000,-0.000096
1.256000,0.000220
1.257000,-0.000096
1.258000,0.000220
1.259000,-0.000413
1.260000,-0.000413
1.261000,-0.000096
1.262000,-0.000096
1.263000,0.000220
1.264000,0.000536
1.265000,-0.000096
1.266000,-0.000096
1.267000,0.000220
1.268000,0.000220
1.269000,-0.000096
1.270000,0.000220
1.271000,-0.000096
1.272000,-0.000096
1.273000,0.000536
1.274000,-0.000096
1.275000,-0.000096
1.276000,0.000220
1.277000,0.000536
1.278000,-0.000096
1.279000,0.000220
1.280000,0.000220
1.281000,-0.000096
1.282000,-0.000096
1.283000,-0.000096
1.284000,0.000220
1.285000,-0.000096
1.286000,-0.000096
1.287000,0.000536
1.288000,0.000220
1.289000,0.000220
1.290000,0.000220
1.291000,0.000220
1.292000,-0.000096
1.293000,-0.000096
1.294000,-0.000096
1.295000,0.000220
1.296000,-0.000096
1.297000,-0.000096
1.298000,0.000220
1.299000,0.000536
1.300000,0.000220
1.301000,0.000220
1.302000,-0.000096
1.303000,0.000536
1.304000,-0.000096
1.305000,-0.000729
1.306000,0.000220
1.307000,0.000220
1.308000,-0.000096
1.309000,-0.000729
1.310000,0.000220
1.311000,0.000220
1.312000,-0.000096
1.313000,-0.000096
1.314000,0.000220
1.315000,0.000220
1.316000,-0.000096
1.317000,-0.000096
1.318000,0.000536
1.319000,-0.000096
1.320000,0.000220
1.321000,-0.000096
1.322000,0.000220
1.323000,0.000536
1.324000,0.000536
1.325000,0.000220
1.326000,0.000220
1.327000,-0.000413
1.328000,0.000536
